,Temp
2000,0.6647600000000001
2001,0.7274690863816922
2002,0.7577032113861724
2003,0.778469205834684
2004,0.7938662884927068
2005,0.8092633711507294
2006,0.8246604538087522
2007,0.8400575364667747
2008,0.8554546191247975
2009,0.8798942369510699
2010,0.9152960088691796
2011,0.9505509977827051
2012,0.9858059866962305
2013,1.0176244868389277
2014,1.023
2015,1.0211048951048953
2016,1.0482681575849893
2017,1.0999192346200912
2018,1.1202226123595507
2019,1.140306882022472
2020,1.1603911516853933
2021,1.1804754213483148
2022,1.2005596910112362
2023,1.2206439606741575
2024,1.2433244055093167
2025,1.2705101404056165
2026,1.2976552262090484
2027,1.3248003120124807
2028,1.3519453978159128
2029,1.3790904836193447
2030,1.4070549913876045
2031,1.4402435622317598
2032,1.4743637339055795
2033,1.5084839055793993
2034,1.542604077253219
2035,1.5767242489270388
2036,1.6108444206008585
2037,1.6449645922746783
2038,1.679084763948498
2039,1.7132049356223178
2040,1.7473251072961375
2041,1.7814452789699573
2042,1.815565450643777
2043,1.8496856223175966
2044,1.8843224162930725
2045,1.9212879529872675
2046,1.9585063663075417
2047,1.995724779627816
2048,2.03294319294809
2049,2.070161606268364
2050,2.1073800195886383
2051,2.1445984329089125
2052,2.1818168462291867
2053,2.219035259549461
2054,2.25650066835808
2055,2.2951054384017753
2056,2.333951165371809
2057,2.3727968923418423
2058,2.4116426193118756
2059,2.450488346281909
2060,2.4893340732519422
2061,2.5281798002219755
2062,2.5670255271920093
2063,2.6061233911292976
2064,2.646304585152839
2065,2.686697598253275
2066,2.727090611353712
2067,2.7674836244541483
2068,2.8078766375545854
2069,2.8482696506550216
2070,2.8886626637554587
2071,2.9290556768558953
2072,2.969448689956332
2073,3.0098417030567686
2074,3.0502347161572048
2075,3.090627729257642
2076,3.1310207423580785
2077,3.172170426072194
2078,3.2161532170119953
2079,3.2603189749182118
2080,3.304484732824427
2081,3.348650490730643
2082,3.3928162486368594
2083,3.4369820065430754
2084,3.481147764449291
2085,3.525313522355507
2086,3.569479280261723
2087,3.6136450381679386
2088,3.6578107960741546
2089,3.7019765539803706
2090,3.746142311886586
2091,3.790308069792802
2092,3.8344738276990182
2093,3.8786395856052343
2094,3.92280534351145
2095,3.968041430495743
2096,4.038135514018691
2097,4.119628954176407
2098,4.165209580838323
2099,4.182721437125749
2100,4.210668096642536
2101,4.238614756159324
2102,4.266561415676111
2103,4.294508075192899
2104,4.3224547347096856
2105,4.3504013942264725
2106,4.37834805374326
2107,4.406294713260047
2108,4.434241372776834
2109,4.462188032293622
2110,4.490134691810409
2111,4.518081351327197
2112,4.546028010843984
2113,4.573974670360771
2114,4.601921329877559
2115,4.629867989394346
2116,4.657814648911133
2117,4.685761308427921
2118,4.713707967944708
2119,4.741654627461496
2120,4.769601286978283
2121,4.79754794649507
2122,4.8254946060118575
2123,4.8534412655286445
2124,4.881387925045432
2125,4.909334584562219
2126,4.937281244079006
2127,4.965227903595794
2128,4.993174563112581
2129,5.021121222629368
2130,5.049067882146156
2131,5.077014541662943
2132,5.10496120117973
2133,5.132907860696518
2134,5.160854520213305
2135,5.188801179730093
2136,5.21674783924688
2137,5.244694498763668
2138,5.272641158280455
2139,5.300587817797242
2140,5.3285344773140295
2141,5.3564811368308165
2142,5.3844277963476035
2143,5.412374455864391
2144,5.440321115381178
2145,5.468267774897965
2146,5.496214434414753
2147,5.52416109393154
2148,5.552107753448327
2149,5.580054412965115
2150,5.608001072481902
2151,5.63594773199869
2152,5.663894391515477
2153,5.691841051032265
2154,5.719787710549052
2155,5.747734370065839
2156,5.775681029582627
2157,5.803627689099414
2158,5.831574348616201
2159,5.8595210081329885
2160,5.8874676676497755
2161,5.9154143271665625
2162,5.94336098668335
2163,5.971307646200137
2164,5.999254305716925
2165,6.027200965233712
2166,6.0551476247505
2167,6.083094284267287
2168,6.111040943784074
2169,6.138987603300862
2170,6.166934262817649
2171,6.194880922334436
2172,6.222827581851224
2173,6.250774241368011
2174,6.278720900884798
2175,6.306667560401586
2176,6.334614219918373
2177,6.36256087943516
2178,6.3905075389519475
2179,6.418454198468735
2180,6.446400857985521
2181,6.474347517502309
2182,6.502294177019097
2183,6.530240836535884
2184,6.558187496052671
2185,6.586134155569459
2186,6.614080815086246
2187,6.642027474603033
2188,6.669974134119821
2189,6.697920793636608
2190,6.725867453153395
2191,6.753814112670183
2192,6.78176077218697
2193,6.809707431703757
2194,6.837654091220545
2195,6.8656007507373324
2196,6.893547410254119
2197,6.921494069770906
2198,6.949440729287694
2199,6.977387388804481
2200,7.005334048321268
2201,7.033280707838056
2202,7.061227367354843
2203,7.08917402687163
2204,7.117120686388418
2205,7.145067345905205
2206,7.173014005421992
2207,7.20096066493878
2208,7.228907324455568
2209,7.256853983972354
2210,7.284800643489142
2211,7.31274730300593
2212,7.3406939625227166
2213,7.3686406220395035
2214,7.396587281556291
2215,7.424533941073078
2216,7.452480600589865
2217,7.480427260106653
2218,7.50837391962344
2219,7.536320579140227
2220,7.564267238657015
2221,7.592213898173802
2222,7.620160557690589
2223,7.648107217207377
2224,7.676053876724165
2225,7.704000536240951
2226,7.731947195757739
2227,7.759893855274527
2228,7.787840514791314
2229,7.815787174308101
2230,7.8437338338248885
2231,7.8716804933416755
2232,7.8996271528584625
2233,7.92757381237525
2234,7.955520471892037
2235,7.983467131408824
2236,8.011413790925612
2237,8.0393604504424
2238,8.067307109959186
2239,8.095253769475974
2240,8.123200428992762
2241,8.15114708850955
2242,8.179093748026336
2243,8.207040407543124
2244,8.234987067059912
2245,8.262933726576698
2246,8.290880386093486
2247,8.318827045610274
2248,8.34677370512706
2249,8.374720364643848
2250,8.402667024160635
2251,8.430613683677421
2252,8.45856034319421
2253,8.486507002710997
2254,8.514453662227783
2255,8.542400321744571
2256,8.570346981261359
2257,8.598293640778145
2258,8.626240300294933
2259,8.654186959811721
2260,8.682133619328507
2261,8.710080278845295
2262,8.738026938362083
2263,8.765973597878869
2264,8.793920257395659
2265,8.821866916912445
2266,8.84981357642923
2267,8.87776023594602
2268,8.905706895462806
2269,8.933653554979593
2270,8.961600214496382
2271,8.989546874013168
2272,9.017493533529956
2273,9.045440193046744
2274,9.07338685256353
2275,9.101333512080318
2276,9.129280171597106
2277,9.157226831113892
2278,9.18517349063068
2279,9.213120150147468
2280,9.241066809664254
2281,9.269013469181042
2282,9.29696012869783
2283,9.324906788214616
2284,9.352853447731404
2285,9.380800107248191
2286,9.408746766764978
2287,9.436693426281765
2288,9.464640085798553
2289,9.49258674531534
2290,9.520533404832127
2291,9.548480064348915
2292,9.576426723865701
2293,9.604373383382491
2294,9.632320042899277
2295,9.660266702416063
2296,9.688213361932853
2297,9.716160021449639
2298,9.744106680966425
2299,9.772053340483215
2300,9.8
